manuscript	mapped_by	Lane	expname	name	RH_cell	cell	condition	prot	rep	bigwig	fc_bw	meanBG	outerBG
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_TMAU2_Dox1h_H3k27me3_rep2	C17_TACL-OFF_H3K27me3_rep2	C17_TMAU2	C17	TACL-OFF	H3K27me3	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_Dox1h_H3k27me3_rep1_rep2.D706xD501_S28_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_Dox1h_H3k27me3_rep1_rep2.D706xD501_S28_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.fc.signal.bigwig	NA	NA
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_TMAU2_Dox1h_H3k4me3_rep1	C17_TACL-OFF_H3K4me3_rep1	C17_TMAU2	C17	TACL-OFF	H3K4me3	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_Dox1h_H3k4me3_rep1_rep2.D709xD502_S43_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_Dox1h_H3k4me3_rep1_rep2.D709xD502_S43_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.fc.signal.bigwig	297.11	9.01
TRUE	PK	VER9308	NA	C17_TACL-OFF_H3K4me3_rep1_rep2	C17_TMAU2	C17	TACL-OFF	H3K4me3	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_Dox1h_H3k4me3_rep1_rep2.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_Dox1h_H3k4me3_rep1_rep2.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.fc.signal.bigwig	771.66	23.68
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_TMAU2_Dox1h_H3k4me3_rep2	C17_TACL-OFF_H3K4me3_rep2	C17_TMAU2	C17	TACL-OFF	H3K4me3	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_Dox1h_H3k4me3_rep1_rep2.D706xD502_S40_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_Dox1h_H3k4me3_rep1_rep2.D706xD502_S40_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.fc.signal.bigwig	462.77	15.09
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_TMAU2_Dox1h_H3k9me3_rep1	C17_TACL-OFF_H3K9me3_rep1	C17_TMAU2	C17	TACL-OFF	H3K9me3	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_Dox1h_H3k9me3_rep1_rep2.D712xD501_S34_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_Dox1h_H3k9me3_rep1_rep2.D712xD501_S34_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.fc.signal.bigwig	NA	NA
TRUE	PK	VER9308	NA	C17_TACL-OFF_H3K9me3_rep1_rep2	C17_TMAU2	C17	TACL-OFF	H3K9me3	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_Dox1h_H3k9me3_rep1_rep2.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_Dox1h_H3k9me3_rep1_rep2.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.fc.signal.bigwig	NA	NA
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_TMAU2_Dox1h_H3k9me3_rep2	C17_TACL-OFF_H3K9me3_rep2	C17_TMAU2	C17	TACL-OFF	H3K9me3	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_Dox1h_H3k9me3_rep1_rep2.D703xD502_S37_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_Dox1h_H3k9me3_rep1_rep2.D703xD502_S37_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.fc.signal.bigwig	NA	NA
TRUE	NA	VER7072	VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox60min_Input	C17_TACL-OFF_Input_rep1	C17_TMAU2	C17	TACL-OFF	Input	rep1	NA	NA	NA	NA
TRUE	NA	VER7254	VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input	C17_TACL-OFF_Input_rep2	C17_TMAU2	C17	TACL-OFF	Input	rep2	NA	NA	NA	NA
TRUE	NA	VER7726	VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input	C17_TACL-OFF_Input_rep3	C17_TMAU2	C17	TACL-OFF	Input	rep3	NA	NA	NA	NA
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_MAU2_spikein	C17_TACL-OFF_MAU2_rep2	C17_TMAU2	C17	TACL-OFF	MAU2	rep2	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_MAU2_spikeinxVER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_MAU2_spikeinxVER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input.fc.signal.bigwig	9.91	0.37
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_NIPBL_spikein	C17_TACL-OFF_NIPBL_rep2	C17_TMAU2	C17	TACL-OFF	NIPBL	rep2	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_NIPBL_spikeinxVER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_NIPBL_spikeinxVER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input.fc.signal.bigwig	3.01	0.38
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_RAD21	C17_TACL-OFF_RAD21_rep3	C17_TMAU2	C17	TACL-OFF	RAD21	rep3	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.fc.signal.bigwig	116.91	0.79
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_SMC1_spikein	C17_TACL-OFF_SMC1_rep2	C17_TMAU2	C17	TACL-OFF	SMC1	rep2	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_SMC1_spikein_x_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_SMC1_spikein_x_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input.fc.signal.bigwig	26.47	0.46
TRUE	RG	VER7713_VER7436	NA	C17_TACL-OFF_SMC1_rep2_rep3	C17_TMAU2	C17	TACL-OFF	SMC1	rep2_rep3	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_p-value/C17_TACL-OFF_SMC1_input1.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_fold-change/C17_TACL-OFF_SMC1_input1.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.fc.signal.bigwig.fc.signal.bigwig	122.46	1.07
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_SMC1	C17_TACL-OFF_SMC1_rep3	C17_TMAU2	C17	TACL-OFF	SMC1	rep3	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_SMC1xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_SMC1xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.fc.signal.bigwig	109.12	1.04
TRUE	PK	VER8786	VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_MAU2_Dox1h_STAG1	C17_TACL-OFF_STAG1_rep1	C17_TMAU2	C17	TACL-OFF	STAG1	rep1	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_p-value/VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_MAU2_Dox1h_STAG1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_fold-change/VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_MAU2_Dox1h_STAG1.fc.signal.bigwig	2.98	0.42
TRUE	PK	VER8786	VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_MAU2_Dox1h_STAG2	C17_TACL-OFF_STAG2_rep1	C17_TMAU2	C17	TACL-OFF	STAG2	rep1	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_p-value/VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_MAU2_Dox1h_STAG2.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_fold-change/VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_MAU2_Dox1h_STAG2.fc.signal.bigwig	46.12	0.67
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_TMAU2_CTCF_rep1	C17_TACL-ON_CTCF_rep1	C17_TMAU2	C17	TACL-ON	CTCF	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_CTCF_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_CTCF_rep1.fc.signal.bigwig	124.31	1.28
TRUE	PK	VER6376	VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_FLAG	C17_TACL-ON_FLAG_rep1	C17_TMAU2	C17	TACL-ON	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_p-value/TACL_RH_eHAP1_C17_T-hMAU2v2_FLAG_mrgd-VER6376_rep1-VER7254_rep2_input_VER6376_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_FLAG.srt.nodup_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_fold-change/TACL_RH_eHAP1_C17_T-hMAU2v2_FLAG_mrgd-VER6376_rep1-VER7254_rep2_input_VER6376_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_FLAG.srt.nodup_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input.srt.nodup.fc.signal.bigwig	7.92	0.41
TRUE	PK	VER6376_VER7254	NA	C17_TACL-ON_FLAG_rep1_rep2	C17_TMAU2	C17	TACL-ON	FLAG	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_p-value/TACL_RH_eHAP1_C17_T-hMAU2v2_FLAG_mrgd-VER6376_rep1-VER7254_rep2_input_VER6376_rep.pooled_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_fold-change/TACL_RH_eHAP1_C17_T-hMAU2v2_FLAG_mrgd-VER6376_rep1-VER7254_rep2_input_VER6376_rep.pooled_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input.srt.nodup.fc.signal.bigwig	26.01	0.38
TRUE	PK	VER7254	VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_FLAG	C17_TACL-ON_FLAG_rep2	C17_TMAU2	C17	TACL-ON	FLAG	rep2	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_p-value/TACL_RH_eHAP1_C17_T-hMAU2v2_FLAG_mrgd-VER6376_rep1-VER7254_rep2_input_VER7254_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_FLAG_R1.srt.nodup_x_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_R1.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_fold-change/TACL_RH_eHAP1_C17_T-hMAU2v2_FLAG_mrgd-VER6376_rep1-VER7254_rep2_input_VER7254_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_FLAG_R1.srt.nodup_x_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_R1.srt.nodup.fc.signal.bigwig	28.1	0.6
TRUE	PK	VER9100	VER9100_TACL_RH_ChIP_seq_eHap1_TMAU2_H3K27ac	C17_TACL-ON_H3K27ac_rep1	C17_TMAU2	C17	TACL-ON	H3K27ac	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_H3k27ac_rep2_rep1.D709xD508_S28_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_H3k27ac_rep2_rep1.D709xD508_S28_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.fc.signal.bigwig	31.53	4.08
TRUE	PK	VER9100_VER9308	NA	C17_TACL-ON_H3K27ac_rep1_rep2	C17_TMAU2	C17	TACL-ON	H3K27ac	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_H3k27ac_rep2_rep1.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_H3k27ac_rep2_rep1.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.fc.signal.bigwig	61.2	7.3
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_TMAU2_H3k27ac_rep2	C17_TACL-ON_H3K27ac_rep2	C17_TMAU2	C17	TACL-ON	H3K27ac	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_H3k27ac_rep2_rep1.D702xD501_S24_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_H3k27ac_rep2_rep1.D702xD501_S24_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.fc.signal.bigwig	31.08	3.81
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_TMAU2_H3k27me3_rep1	C17_TACL-ON_H3K27me3_rep1	C17_TMAU2	C17	TACL-ON	H3K27me3	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_H3k27me3_rep1_rep2.D705xD501_S27_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_H3k27me3_rep1_rep2.D705xD501_S27_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.fc.signal.bigwig	NA	NA
TRUE	PK	VER9308	NA	C17_TACL-ON_H3K27me3_rep1_rep2	C17_TMAU2	C17	TACL-ON	H3K27me3	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_H3k27me3_rep1_rep2.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_H3k27me3_rep1_rep2.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.fc.signal.bigwig	NA	NA
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_TMAU2_H3k27me3_rep2	C17_TACL-ON_H3K27me3_rep2	C17_TMAU2	C17	TACL-ON	H3K27me3	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_H3k27me3_rep1_rep2.D708xD501_S30_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_H3k27me3_rep1_rep2.D708xD501_S30_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.fc.signal.bigwig	NA	NA
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_TMAU2_H3k4me3_rep1	C17_TACL-ON_H3K4me3_rep1	C17_TMAU2	C17	TACL-ON	H3K4me3	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_H3k4me3_rep1_rep2.D705xD502_S39_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_H3k4me3_rep1_rep2.D705xD502_S39_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.fc.signal.bigwig	458.06	14.7
TRUE	PK	VER9308	NA	C17_TACL-ON_H3K4me3_rep1_rep2	C17_TMAU2	C17	TACL-ON	H3K4me3	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_H3k4me3_rep1_rep2.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_H3k4me3_rep1_rep2.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.fc.signal.bigwig	743.95	22.39
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_TMAU2_H3k4me3_rep2	C17_TACL-ON_H3K4me3_rep2	C17_TMAU2	C17	TACL-ON	H3K4me3	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_H3k4me3_rep1_rep2.D708xD502_S42_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_H3k4me3_rep1_rep2.D708xD502_S42_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.fc.signal.bigwig	282.32	8.28
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_TMAU2_H3k9me3_rep1	C17_TACL-ON_H3K9me3_rep1	C17_TMAU2	C17	TACL-ON	H3K9me3	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_H3k9me3_rep1_rep2.D711xD501_S33_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_H3k9me3_rep1_rep2.D711xD501_S33_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.fc.signal.bigwig	NA	NA
TRUE	PK	VER9308	NA	C17_TACL-ON_H3K9me3_rep1_rep2	C17_TMAU2	C17	TACL-ON	H3K9me3	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_H3k9me3_rep1_rep2.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_H3k9me3_rep1_rep2.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.fc.signal.bigwig	NA	NA
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_TMAU2_H3k9me3_rep2	C17_TACL-ON_H3K9me3_rep2	C17_TMAU2	C17	TACL-ON	H3K9me3	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_TMAU2_H3k9me3_rep1_rep2.D702xD502_S36_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_TMAU2_H3k9me3_rep1_rep2.D702xD502_S36_R1_001.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.srt.nodup.fc.signal.bigwig	NA	NA
TRUE	NA	VER6242	VER6242_Coloader_RH_Ehap1_C17_TetR-MAU2_NIPBL_Input	C17_TACL-ON_Input_rep1	C17_TMAU2	C17	TACL-ON	Input	rep1	NA	NA	NA	NA
TRUE	NA	VER6242	VER6242_Coloader_RH_Ehap1_C17_TetR-MAU2_SMC1_Input	C17_TACL-ON_Input_rep2	C17_TMAU2	C17	TACL-ON	Input	rep2	NA	NA	NA	NA
TRUE	NA	VER6376	VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input	C17_TACL-ON_Input_rep3	C17_TMAU2	C17	TACL-ON	Input	rep3	NA	NA	NA	NA
TRUE	NA	VER7072	VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input	C17_TACL-ON_Input_rep4	C17_TMAU2	C17	TACL-ON	Input	rep4	NA	NA	NA	NA
TRUE	NA	VER7254	VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Input	C17_TACL-ON_Input_rep5	C17_TMAU2	C17	TACL-ON	Input	rep5	NA	NA	NA	NA
TRUE	NA	VER7436	VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_forMAU2_spikein	C17_TACL-ON_Input_rep6	C17_TMAU2	C17	TACL-ON	Input	rep6	NA	NA	NA	NA
TRUE	NA	VER7726	VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input	C17_TACL-ON_Input_rep7	C17_TMAU2	C17	TACL-ON	Input	rep7	NA	NA	NA	NA
TRUE	PK	VER7072	VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_MAU2_VER6376	C17_TACL-ON_MAU2_rep1	C17_TMAU2	C17	TACL-ON	MAU2	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_MAU2_VER6376_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_MAU2_VER6376_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input.fc.signal.bigwig	37.11	0.91
