manuscript	mapped_by	Lane	expname	name	RH_cell	cell	condition	prot	rep	bigwig	fc_bw	meanBG	outerBG
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_SC6_RAD21	C17_RAD21AID_SC6_mCherry_RAD21_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry	RAD21	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_SC6_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_SC6_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_SC6_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_SC6_Input.fc.signal.bigwig	60.9	0.78
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_SMC1_spikein	C17_RAD21AID_SC6_mCherry_SMC1_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry	SMC1	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_SMC1_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_Input_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_SMC1_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_Input_spikein.fc.signal.bigwig	19.3	0.58
TRUE	PK	VER8007	VER8007_TACL_RH_Ehap1_C17_TetR_mcherry_RAD21AID_SC6_SMC1	C17_RAD21AID_SC6_mCherry_SMC1_rep2	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry	SMC1	rep2	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_p-value/Ehap1_C17_TetR_mcherry_RAD21AID_SC6_SMC1_VER8007_rep2-VER8007_input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_fold-change/Ehap1_C17_TetR_mcherry_RAD21AID_SC6_SMC1_VER8007_rep2-VER8007_input.srt.nodup.fc.signal.bigwig	21.74	0.56
TRUE	PK	VER8007	VER8007_TACL_RH_Ehap1_C17_TetR_mcherry_RAD21AID_SC6_SMC3	C17_RAD21AID_SC6_mCherry_SMC3_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry	SMC3	rep1	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_p-value/Ehap1_C17_TetR_mcherry_RAD21AID_SC6_SMC3_VER8007_rep1-VER8007_input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_fold-change/Ehap1_C17_TetR_mcherry_RAD21AID_SC6_SMC3_VER8007_rep1-VER8007_input.srt.nodup.fc.signal.bigwig	29.02	0.7
TRUE	PK	VER8786	VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_mcherry_RAD21AID_SC6_IAA2h_H3k27ac	C17_RAD21AID_SC6_mCherry_IAA_H3K27ac_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry_IAA	H3K27ac	rep1	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_p-value/VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_mcherry_RAD21AID_SC6_IAA2h_H3k27ac.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_fold-change/VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_mcherry_RAD21AID_SC6_IAA2h_H3k27ac.fc.signal.bigwig	30.97	3.77
TRUE	NA	VER7436	VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_Input_spikein	C17_RAD21AID_SC6_mCherry_IAA_Input_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry_IAA	Input	rep1	NA	NA	NA	NA
TRUE	NA	VER7726	VER7726_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_IAA_2h_SC6_Input	C17_RAD21AID_SC6_mCherry_IAA_Input_rep2	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry_IAA	Input	rep2	NA	NA	NA	NA
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_NIPBL_spikein	C17_RAD21AID_SC6_mCherry_IAA_NIPBL_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry_IAA	NIPBL	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_NIPBL_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_Input_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_NIPBL_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_Input_spikein.fc.signal.bigwig	0.91	0.39
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_IAA_2h_SC6_RAD21	C17_RAD21AID_SC6_mCherry_IAA_RAD21_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry_IAA	RAD21	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_IAA_2h_SC6_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_IAA_2h_SC6_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_IAA_2h_SC6_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_IAA_2h_SC6_Input.fc.signal.bigwig	1.05	0.39
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_SMC1_spikein	C17_RAD21AID_SC6_mCherry_IAA_SMC1_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry_IAA	SMC1	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_SMC1_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_Input_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_SMC1_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_Input_spikein.fc.signal.bigwig	0.83	0.51
TRUE	PK	VER9100	VER9100_TACL_RH_ChIP_seq_eHap1_TMAU2_SMC1AID_A5_DMSO_input	C17_SMC1AID_A5_TACL-ON_Input_rep1	C17_SMC1AID_A5_TMAU2TIR1	C17_SMC1AID_A5	TACL-ON	Input	rep1	NA	NA	NA	NA
TRUE	PK	VER9100	VER9100_TACL_RH_ChIP_seq_eHap1_TMAU2_SMC1AID_A5_DMSO_RAD21	C17_SMC1AID_A5_TACL-ON_RAD21_rep1	C17_SMC1AID_A5_TMAU2TIR1	C17_SMC1AID_A5	TACL-ON	RAD21	rep1	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_p-value/VER9100_TACL_RH_ChIP_seq_eHap1_TMAU2_SMC1AID_A5_DMSO_RAD21.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_fold-change/VER9100_TACL_RH_ChIP_seq_eHap1_TMAU2_SMC1AID_A5_DMSO_RAD21.fc.signal.bigwig	7.66	0.41
TRUE	PK	VER9100	VER9100_TACL_RH_ChIP_seq_eHap1_TMAU2_SMC1AID_A5_IAA3h_input	C17_SMC1AID_A5_TACL-ON_IAA_Input_rep1	C17_SMC1AID_A5_TMAU2TIR1	C17_SMC1AID_A5	TACL-ON_IAA	Input	rep1	NA	NA	NA	NA
TRUE	PK	VER9100	VER9100_TACL_RH_ChIP_seq_eHap1_TMAU2_SMC1AID_A5_IAA3h_RAD21	C17_SMC1AID_A5_TACL-ON_IAA_RAD21_rep1	C17_SMC1AID_A5_TMAU2TIR1	C17_SMC1AID_A5	TACL-ON_IAA	RAD21	rep1	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_p-value/VER9100_TACL_RH_ChIP_seq_eHap1_TMAU2_SMC1AID_A5_IAA3h_RAD21.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_fold-change/VER9100_TACL_RH_ChIP_seq_eHap1_TMAU2_SMC1AID_A5_IAA3h_RAD21.fc.signal.bigwig	2.34	0.42
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_SMC3AID_A3_TMAU2TIR1_Input_rep1	C17_SMC3AID_A3_TACL-ON_Input_rep1	C17_SMC3AID_A3_TMAU2TIR1	C17_SMC3AID_A3	TACL-ON	Input	rep1	NA	NA	NA	NA
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_SMC3AID_A3_TMAU2TIR1_RAD21_rep1	C17_SMC3AID_A3_TACL-ON_RAD21_rep1	C17_SMC3AID_A3_TMAU2TIR1	C17_SMC3AID_A3	TACL-ON	RAD21	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_SMC3AID_A3_TMAU2TIR1_RAD21_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_SMC3AID_A3_TMAU2TIR1_RAD21_rep1.fc.signal.bigwig	2.96	0.4
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_SMC3AID_A3_TMAU2TIR1_IAA3h_RAD21_rep1	C17_SMC3AID_A3_TACL-ON_IAA_RAD21_rep1	C17_SMC3AID_A3_TMAU2TIR1	C17_SMC3AID_A3	TACL-ON_IAA	RAD21	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_SMC3AID_A3_TMAU2TIR1_IAA3h_RAD21_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_SMC3AID_A3_TMAU2TIR1_IAA3h_RAD21_rep1.fc.signal.bigwig	0.74	0.51
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_Dox1h_FLAG_rep1	C17_STAG2AID_C2_TACL-OFF_FLAG_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-OFF	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_Dox1h_FLAG_rep2_rep1.D706xD506_S64_R1_001.srt.nodup_x_D702xD508_S84_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_Dox1h_FLAG_rep2_rep1.D706xD506_S64_R1_001.srt.nodup_x_D702xD508_S84_R1_001.srt.nodup.fc.signal.bigwig	5.48	0.41
TRUE	PK	VER9308	NA	C17_STAG2AID_C2_TACL-OFF_FLAG_rep1_rep2	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-OFF	FLAG	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_Dox1h_FLAG_rep2_rep1.rep.pooled_x_D702xD508_S84_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_Dox1h_FLAG_rep2_rep1.rep.pooled_x_D702xD508_S84_R1_001.srt.nodup.fc.signal.bigwig	9.25	0.48
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_Dox1h_FLAG_rep2	C17_STAG2AID_C2_TACL-OFF_FLAG_rep2	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-OFF	FLAG	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_Dox1h_FLAG_rep2_rep1.D703xD506_S61_R1_001.srt.nodup_x_D702xD508_S84_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_Dox1h_FLAG_rep2_rep1.D703xD506_S61_R1_001.srt.nodup_x_D702xD508_S84_R1_001.srt.nodup.fc.signal.bigwig	4.9	0.46
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_Dox1h_STAG1_rep1	C17_STAG2AID_C2_TACL-OFF_STAG1_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-OFF	STAG1	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_Dox1h_STAG1_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_Dox1h_STAG1_rep1.fc.signal.bigwig	83.62	0.68
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_FLAG_rep1	C17_STAG2AID_C2_TACL-ON_FLAG_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_FLAG_rep1_rep2.D705xD506_S63_R1_001.srt.nodup_x_D702xD508_S84_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_FLAG_rep1_rep2.D705xD506_S63_R1_001.srt.nodup_x_D702xD508_S84_R1_001.srt.nodup.fc.signal.bigwig	2.22	0.37
TRUE	PK	VER9308	NA	C17_STAG2AID_C2_TACL-ON_FLAG_rep1_rep2	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON	FLAG	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_FLAG_rep1_rep2.rep.pooled_x_D702xD508_S84_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_FLAG_rep1_rep2.rep.pooled_x_D702xD508_S84_R1_001.srt.nodup.fc.signal.bigwig	3.49	0.34
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_FLAG_rep2	C17_STAG2AID_C2_TACL-ON_FLAG_rep2	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON	FLAG	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_FLAG_rep1_rep2.D702xD506_S60_R1_001.srt.nodup_x_D702xD508_S84_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_FLAG_rep1_rep2.D702xD506_S60_R1_001.srt.nodup_x_D702xD508_S84_R1_001.srt.nodup.fc.signal.bigwig	1.86	0.3
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_Input_rep1	C17_STAG2AID_C2_TACL-ON_Input_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON	Input	rep1	NA	NA	NA	NA
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_STAG1_rep1	C17_STAG2AID_C2_TACL-ON_STAG1_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON	STAG1	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_STAG1_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_STAG1_rep1.fc.signal.bigwig	90.87	0.78
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_FLAG_rep1	C17_STAG2AID_C2_TACL-ON_IAA_FLAG_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON_IAA	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D707xD506_S65_R1_001.srt.nodup_x_D702xD508_S84_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D707xD506_S65_R1_001.srt.nodup_x_D702xD508_S84_R1_001.srt.nodup.fc.signal.bigwig	3.76	0.41
TRUE	PK	VER9308	NA	C17_STAG2AID_C2_TACL-ON_IAA_FLAG_rep1_rep2	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON_IAA	FLAG	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.rep.pooled_x_D702xD508_S84_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.rep.pooled_x_D702xD508_S84_R1_001.srt.nodup.fc.signal.bigwig	8.59	0.38
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_FLAG_rep2	C17_STAG2AID_C2_TACL-ON_IAA_FLAG_rep2	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON_IAA	FLAG	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D704xD506_S62_R1_001.srt.nodup_x_D702xD508_S84_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D704xD506_S62_R1_001.srt.nodup_x_D702xD508_S84_R1_001.srt.nodup.fc.signal.bigwig	5.91	0.47
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_STAG1_rep1	C17_STAG2AID_C2_TACL-ON_IAA_STAG1_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON_IAA	STAG1	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_STAG1_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_STAG1_rep1.fc.signal.bigwig	129.18	0.97
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_FLAG	C17_TetR-V5-Apex2_TACL-OFF_FLAG_rep1	C17_TMAU2_T_V5_Apex2	C17_TetR-V5-Apex2	TACL-OFF	FLAG	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_FLAGxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_FLAGxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_Input.fc.signal.bigwig	27.13	0.62
TRUE	NA	VER7726	VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_Input	C17_TetR-V5-Apex2_TACL-OFF_Input_rep1	C17_TMAU2_T_V5_Apex2	C17_TetR-V5-Apex2	TACL-OFF	Input	rep1	NA	NA	NA	NA
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_V5	C17_TetR-V5-Apex2_TACL-OFF_V5_rep1	C17_TMAU2_T_V5_Apex2	C17_TetR-V5-Apex2	TACL-OFF	V5	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_V5xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_V5xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_Input.fc.signal.bigwig	2.21	0.38
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_FLAG	C17_TetR-V5-Apex2_TACL-ON_FLAG_rep1	C17_TMAU2_T_V5_Apex2	C17_TetR-V5-Apex2	TACL-ON	FLAG	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_FLAGxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_FLAGxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Input.fc.signal.bigwig	12.46	0.44
TRUE	NA	VER7726	VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Input	C17_TetR-V5-Apex2_TACL-ON_Input_rep1	C17_TMAU2_T_V5_Apex2	C17_TetR-V5-Apex2	TACL-ON	Input	rep1	NA	NA	NA	NA
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_V5	C17_TetR-V5-Apex2_TACL-ON_V5_rep1	C17_TMAU2_T_V5_Apex2	C17_TetR-V5-Apex2	TACL-ON	V5	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_V5xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_V5xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Input.fc.signal.bigwig	2.85	0.39
TRUE	PK	VER8466	VER8466_TACL_RH_ChIPseq_Ehap1_C17_T_mcherry_V5_MAU2_Input	C17_V5-MAU2_mCherry_Input_rep1	C17_Tmcherry_V5_MAU2	C17_V5-MAU2	mCherry	Input	rep1	NA	NA	NA	NA
TRUE	PK	VER8466	VER8466_TACL_RH_ChIPseq_Ehap1_C17_T_mcherry_V5_MAU2_NIPBL	C17_V5-MAU2_mCherry_NIPBL_rep1	C17_Tmcherry_V5_MAU2	C17_V5-MAU2	mCherry	NIPBL	rep1	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_p-value/VER8466_TACL_RH_ChIPseq_Ehap1_C17_T_mcherry_V5_MAU2_NIPBL.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_fold-change/VER8466_TACL_RH_ChIPseq_Ehap1_C17_T_mcherry_V5_MAU2_NIPBL.fc.signal.bigwig	12.95	0.72
TRUE	PK	VER8466	VER8466_TACL_RH_ChIPseq_Ehap1_C17_T_mcherry_V5_MAU2_V5	C17_V5-MAU2_mCherry_V5_rep1	C17_Tmcherry_V5_MAU2	C17_V5-MAU2	mCherry	V5	rep1	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_p-value/VER8466_TACL_RH_ChIPseq_Ehap1_C17_T_mcherry_V5_MAU2_V5.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_fold-change/VER8466_TACL_RH_ChIPseq_Ehap1_C17_T_mcherry_V5_MAU2_V5.fc.signal.bigwig	5.97	0.41
TRUE	PK	VER8466	VER8466_TACL_RH_ChIPseq_Ehap1_C17_T_MAU2_V5_MAU2_Input	C17_V5-MAU2_TACL-ON_Input_rep1	C17_TMAU2_V5_MAU2	C17_V5-MAU2	TACL-ON	Input	rep1	NA	NA	NA	NA
