manuscript	mapped_by	Lane	expname	name	RH_cell	cell	condition	prot	rep	bigwig	fc_bw
FALSE	encode	encode	NA	HAP1_WT_DNAse_rep1	HAP1	HAP1	WT	DNAse	rep1	/TACL/PK/Public_ChIP/Encode_DNAseI/HAP1_DNAse_ENCODE_hg38_ENCFF314TDG.bigwig	NA
FALSE	encode	encode	NA	HAP1_WT_DNAse_rep2	HAP1	HAP1	WT	DNAse	rep2	/TACL/PK/Public_ChIP/Encode_DNAseI/HAP1_DNAse_ENCODE_hg38_ENCFF163GBM.bigwig	NA
FALSE	encode	encode	NA	HAP1_WT_H3K27ac_rep1_rep2	HAP1	HAP1	WT	H3K27ac	rep1_rep2	/TACL/PK/Public_ChIP/Encode_H3K27ac/Hap1_Encode4_hg38_H3K27ac_signalpvalue_ENCFF412ZXR.bigwig	NA
TRUE	encode	encode	NA	HAP1_WT_H3K4me1_rep1_rep2	HAP1	HAP1	WT	H3K4me1	rep1_rep2	/TACL/PK/Public_ChIP/Encode_H3K4me1/HAP1_H3K4me1_ENCODE_hg38_pval_ENCFF408MBW.bigwig	/TACL/PK/Public_ChIP/Encode_H3K4me1/HAP1_H3K4me1_ENCODE_hg38_fc_ENCFF884TTU.bigWig
FALSE	encode	encode	NA	HAP1_WT_H3K4me3_rep1_rep2	HAP1	HAP1	WT	H3K4me3	rep1_rep2	/TACL/PK/Public_ChIP/Encode_H3K4me3/Hap1_Encode4_hg38_H3K4me3_signalpvalue_ENCFF507DOD.bigwig	NA
FALSE	PK	VER10253	VER10253_TACL_MR_ChIP_eHAP1_C17_WT_H3K9me3_rep1	C17_WT_H3K9me3_rep1	C17	C17	WT	H3K9me3	rep1	/TACL/PK/4DN_ChIP/VER10253/outputs_VER10253/chip.signal_p-value/VER10253_TACL_MR_ChIP_eHAP1_C17_WT_H3K9me3_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER10253/outputs_VER10253/chip.signal_fold-change/VER10253_TACL_MR_ChIP_eHAP1_C17_WT_H3K9me3_rep1.fc.signal.bigwig
TRUE	PK	VER10253	VER10253_TACL_MR_ChIP_eHAP1_C17_STAG2AID_C2_IAA3h_NIPBL_rep1	C17_STAG2AID_C2_TACL-ON_IAA_NIPBL_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON_IAA	NIPBL	rep1	/TACL/PK/4DN_ChIP/VER10253/outputs_VER10253/chip.signal_p-value/VER10253_TACL_MR_ChIP_eHAP1_C17_STAG2AID_C2_IAA3h_NIPBL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER10253/outputs_VER10253/chip.signal_fold-change/VER10253_TACL_MR_ChIP_eHAP1_C17_STAG2AID_C2_IAA3h_NIPBL_rep1.fc.signal.bigwig
TRUE	PK	VER10253	VER10253_TACL_MR_ChIP_eHAP1_C17_STAG2AID_C2_IAA3h_SMC1_rep1	C17_STAG2AID_C2_TACL-ON_IAA_SMC1_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON_IAA	SMC1	rep1	/TACL/PK/4DN_ChIP/VER10253/outputs_VER10253/chip.signal_p-value/VER10253_TACL_MR_ChIP_eHAP1_C17_STAG2AID_C2_IAA3h_SMC1_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER10253/outputs_VER10253/chip.signal_fold-change/VER10253_TACL_MR_ChIP_eHAP1_C17_STAG2AID_C2_IAA3h_SMC1_rep1.fc.signal.bigwig
TRUE	PK	VER10946	VER10946_TACL_MR_CHIPseq_eHAP1_C17_TMAU2_Dox_CTCF	C17_TACL-OFF_CTCF_rep1	C17_TMAU2	C17	TACL-OFF	CTCF	rep1	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_p-value/VER10946_TACL_MR_CHIPseq_eHAP1_C17_TMAU2_Dox_CTCF.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_fold-change/VER10946_TACL_MR_CHIPseq_eHAP1_C17_TMAU2_Dox_CTCF.fc.signal.bigwig
TRUE	PK	VER10946	VER10946_TACL_MR_CHIPseq_eHAP1_C17_WT_STAG1	C17_WT_STAG1_rep1	C17	C17	WT	STAG1	rep1	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_p-value/VER10946_TACL_MR_CHIPseq_eHAP1_C17_WT_STAG1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_fold-change/VER10946_TACL_MR_CHIPseq_eHAP1_C17_STAG2AID_C2_TIR1_IAA_STAG1.fc.signal.bigwig
TRUE	PK	VER10946	VER10946_TACL_MR_CHIPseq_eHAP1_C17_STAG2AID_C2_TIR1_DMSO_STAG1	C17_STAG2AID_C2_WT_STAG1_rep1	C17_STAG2AID_C2_TIR1	C17_STAG2AID_C2	WT	STAG1	rep1	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_p-value/VER10946_TACL_MR_CHIPseq_eHAP1_C17_STAG2AID_C2_TIR1_DMSO_STAG1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_fold-change/VER10946_TACL_MR_CHIPseq_eHAP1_C17_STAG2AID_C2_TIR1_DMSO_STAG1.fc.signal.bigwig
TRUE	PK	VER10946	VER10946_TACL_MR_CHIPseq_eHAP1_C17_STAG2AID_C2_TIR1_IAA_STAG1	C17_STAG2AID_C2_WT_IAA_STAG1_rep1	C17_STAG2AID_C2_TIR1	C17_STAG2AID_C2	WT_IAA	STAG1	rep1	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_p-value/VER10946_TACL_MR_CHIPseq_eHAP1_C17_STAG2AID_C2_TIR1_IAA_STAG1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_fold-change/VER10946_TACL_MR_CHIPseq_eHAP1_C17_WT_STAG1.fc.signal.bigwig
TRUE	NA	VER6242	VER6242_Coloader_RH_Ehap1_C17_TetR-mcherry_NIPBL_Input	C17_mCherry_Input_rep1	C17_Tmcherry	C17	mCherry	Input	rep1	NA	NA
TRUE	NA	VER6242	VER6242_Coloader_RH_Ehap1_C17_TetR-mcherry_SMC1_Input	C17_mCherry_Input_rep2	C17_Tmcherry	C17	mCherry	Input	rep2	NA	NA
TRUE	PK	VER6242	VER6242_Coloader_RH_Ehap1_C17_TetR-mcherry_NIPBL_IP	C17_mCherry_NIPBL_rep1	C17_Tmcherry	C17	mCherry	NIPBL	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER6242_Coloader_RH_Ehap1_C17_TetR-mcherry_NIPBL_IP_x_VER6242_Coloader_RH_Ehap1_C17_TetR-mcherry_NIPBL_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER6242_Coloader_RH_Ehap1_C17_TetR-mcherry_NIPBL_IP_x_VER6242_Coloader_RH_Ehap1_C17_TetR-mcherry_NIPBL_Input.fc.signal.bigwig
TRUE	NA	VER6242	VER6242_Coloader_RH_Ehap1_C17_TetR-MAU2_NIPBL_Input	C17_TACL-ON_Input_rep1	C17_TMAU2	C17	TACL-ON	Input	rep1	NA	NA
TRUE	NA	VER6242	VER6242_Coloader_RH_Ehap1_C17_TetR-MAU2_SMC1_Input	C17_TACL-ON_Input_rep2	C17_TMAU2	C17	TACL-ON	Input	rep2	NA	NA
FALSE	RG	VER6242	VER6242_Coloader_RH_Ehap1_C17_TetR-MAU2_NIPBL_IP	C17_TACL-ON_NIPBL_rep1	C17_TMAU2	C17	TACL-ON	NIPBL	rep1	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_p-value/C17_TACL-ON_NIPBL_input1.VER6242_Coloader_RH_Ehap1_C17_TetR-MAU2_NIPBL_IP.srt.nodup_x_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_R1.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_fold-change/C17_TACL-ON_NIPBL_input1.VER6242_Coloader_RH_Ehap1_C17_TetR-MAU2_NIPBL_IP.srt.nodup_x_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_R1.srt.nodup.fc.signal.bigwig.fc.signal.bigwig
TRUE	RG	VER6242_VER7436	NA	C17_mCherry_NIPBL_rep1_rep2	C17_Tmcherry	C17	mCherry	NIPBL	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_p-value/C17_mCherry_NIPBL_input1.rep.pooled_x_VER7436_TACL_RH_Ehap1_C17_T-mcherry_Input_spikein_R1.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_fold-change/C17_mCherry_NIPBL_input1.rep.pooled_x_VER7436_TACL_RH_Ehap1_C17_T-mcherry_Input_spikein_R1.srt.nodup.fc.signal.bigwig.fc.signal.bigwig
FALSE	RG	VER6242_VER7436	NA	C17_TACL-ON_NIPBL_rep1_rep2	C17_TMAU2	C17	TACL-ON	NIPBL	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_p-value/C17_TACL-ON_NIPBL_input1.rep.pooled_x_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_R1.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_fold-change/C17_TACL-ON_NIPBL_input1.rep.pooled_x_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_R1.srt.nodup.fc.signal.bigwig.fc.signal.bigwig
TRUE	PK	VER6376	VER6376_TACL_RH_Ehap1_TetO_C17_TetR-mCherry_FLAG	C17_mCherry_FLAG_rep1	C17_Tmcherry	C17	mCherry	FLAG	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER6376_TACL_RH_Ehap1_TetO_C17_TetR-mCherry_FLAGxVER6376_TACL_RH_Ehap1_TetO_C17_TetR-mCherry_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER6376_TACL_RH_Ehap1_TetO_C17_TetR-mCherry_FLAGxVER6376_TACL_RH_Ehap1_TetO_C17_TetR-mCherry_Input.fc.signal.bigwig
TRUE	NA	VER6376	VER6376_TACL_RH_Ehap1_TetO_C17_TetR-mCherry_Input	C17_mCherry_Input_rep3	C17_Tmcherry	C17	mCherry	Input	rep3	NA	NA
TRUE	PK	VER6376	VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_FLAG	C17_TACL-ON_FLAG_rep1	C17_TMAU2	C17	TACL-ON	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_p-value/TACL_RH_eHAP1_C17_T-hMAU2v2_FLAG_mrgd-VER6376_rep1-VER7254_rep2_input_VER6376_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_FLAG.srt.nodup_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_fold-change/TACL_RH_eHAP1_C17_T-hMAU2v2_FLAG_mrgd-VER6376_rep1-VER7254_rep2_input_VER6376_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_FLAG.srt.nodup_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input.srt.nodup.fc.signal.bigwig
TRUE	NA	VER6376	VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input	C17_TACL-ON_Input_rep3	C17_TMAU2	C17	TACL-ON	Input	rep3	NA	NA
TRUE	PK	VER6376_VER7254	NA	C17_TACL-ON_FLAG_rep1_rep2	C17_TMAU2	C17	TACL-ON	FLAG	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_p-value/TACL_RH_eHAP1_C17_T-hMAU2v2_FLAG_mrgd-VER6376_rep1-VER7254_rep2_input_VER6376_rep.pooled_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_fold-change/TACL_RH_eHAP1_C17_T-hMAU2v2_FLAG_mrgd-VER6376_rep1-VER7254_rep2_input_VER6376_rep.pooled_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input.srt.nodup.fc.signal.bigwig
TRUE	NA	VER6935	VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_Input_spikein	C17_RAD21AID_SC1_TACL-ON_Input_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	Input	rep1	NA	NA
TRUE	PK	VER6935	VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_NIPBL_spikein	C17_RAD21AID_SC1_TACL-ON_NIPBL_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	NIPBL	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_NIPBL_spikeinxVER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_Input_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_NIPBL_spikeinxVER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_Input_spikein.fc.signal.bigwig
TRUE	PK	VER6935	VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_SMC1_spikein	C17_RAD21AID_SC1_TACL-ON_SMC1_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	SMC1	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_SMC1_spikeinxVER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_Input_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_SMC1_spikeinxVER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_Input_spikein.fc.signal.bigwig
TRUE	PK	VER6935	VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_IAA2h_NIPBL_spikein	C17_RAD21AID_SC1_TACL-ON_IAA_NIPBL_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	NIPBL	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_IAA2h_NIPBL_spikeinxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_IAA2h_NIPBL_spikeinxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.fc.signal.bigwig
TRUE	PK	VER6935	VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_IAA2h_SMC1_spikein	C17_RAD21AID_SC1_TACL-ON_IAA_SMC1_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	SMC1	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_IAA2h_SMC1_spikeinxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_IAA2h_SMC1_spikeinxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.fc.signal.bigwig
TRUE	PK	VER6935_VER8007	NA	C17_RAD21AID_SC1_TACL-ON_SMC1_rep1_rep2	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	SMC1	rep1_rep2	/TACL/PK/4DN_ChIP/SMC1_RAD21AID_reps/outputs/chip.signal_p-value/C17_RAD21AID_SC1_TACL-ON_SMC1_rep1_rep2_x_input_VER6935.rep.pooled_x_Input_TMAU2_RAD21_AID_for_NIPBLSMC1.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/SMC1_RAD21AID_reps/outputs/chip.signal_fold-change/C17_RAD21AID_SC1_TACL-ON_SMC1_rep1_rep2_x_input_VER6935.rep.pooled_x_Input_TMAU2_RAD21_AID_for_NIPBLSMC1.srt.nodup.fc.signal.bigwig.fc.signal.bigwig
TRUE	PK	VER6935_VER8007	NA	C17_RAD21AID_SC1_TACL-ON_IAA_SMC1_rep1_rep2	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	SMC1	rep1_rep2	/TACL/PK/4DN_ChIP/SMC1_RAD21AID_reps/outputs/chip.signal_p-value/C17_RAD21AID_SC1_TACL-ON_IAA_SMC1_rep1_rep2_x_input_VER7726.rep.pooled_x_Input_TMAU2_RAD21_AID_IAA2h_for_MAU2_RAD21.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/SMC1_RAD21AID_reps/outputs/chip.signal_fold-change/C17_RAD21AID_SC1_TACL-ON_IAA_SMC1_rep1_rep2_x_input_VER7726.rep.pooled_x_Input_TMAU2_RAD21_AID_IAA2h_for_MAU2_RAD21.srt.nodup.fc.signal.bigwig.fc.signal.bigwig
TRUE	PK	VER7072	VER7072_TACL_RH_Ehap1_C17_TetR-mcherry_MAU2_VER6376	C17_mCherry_MAU2_rep1	C17_Tmcherry	C17	mCherry	MAU2	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7072_TACL_RH_Ehap1_C17_TetR-mcherry_MAU2_VER6376_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-mCherry_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7072_TACL_RH_Ehap1_C17_TetR-mcherry_MAU2_VER6376_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-mCherry_Input.fc.signal.bigwig
TRUE	PK	VER7072	VER7072_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21_VER6376	C17_mCherry_RAD21_rep1	C17_Tmcherry	C17	mCherry	RAD21	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7072_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21_VER6376_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-mCherry_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7072_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21_VER6376_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-mCherry_Input.fc.signal.bigwig
TRUE	NA	VER7072	VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox60min_Input	C17_TACL-OFF_Input_rep1	C17_TMAU2	C17	TACL-OFF	Input	rep1	NA	NA
FALSE	RG	VER7072	VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox60min_RAD21_spikein	C17_TACL-OFF_RAD21_rep2	C17_TMAU2	C17	TACL-OFF	RAD21	rep2	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_p-value/C17_TACL-OFF_RAD21_input1.VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox60min_RAD21_spikein_R1.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_fold-change/C17_TACL-OFF_RAD21_input1.VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox60min_RAD21_spikein_R1.srt.nodup_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.fc.signal.bigwig.fc.signal.bigwig
TRUE	NA	VER7072	VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input	C17_TACL-ON_Input_rep4	C17_TMAU2	C17	TACL-ON	Input	rep4	NA	NA
TRUE	PK	VER7072	VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_MAU2_VER6376	C17_TACL-ON_MAU2_rep1	C17_TMAU2	C17	TACL-ON	MAU2	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_MAU2_VER6376_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_MAU2_VER6376_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input.fc.signal.bigwig
TRUE	PK	VER7072	VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21_VER6376	C17_TACL-ON_RAD21_rep1	C17_TMAU2	C17	TACL-ON	RAD21	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21_VER6376_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21_VER6376_x_VER6376_TACL_RH_Ehap1_TetO_C17_TetR-hMAU2_Input.fc.signal.bigwig
FALSE	RG	VER7072	VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21_spikein	C17_TACL-ON_RAD21_rep2	C17_TMAU2	C17	TACL-ON	RAD21	rep2	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_p-value/C17_TACL-ON_RAD21_input1.VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21_spikein_R1.srt.nodup_x_VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input_R1.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_fold-change/C17_TACL-ON_RAD21_input1.VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21_spikein_R1.srt.nodup_x_VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input_R1.srt.nodup.fc.signal.bigwig.fc.signal.bigwig
TRUE	RG	VER7072_VER7436	NA	C17_mCherry_MAU2_rep1_rep2	C17_Tmcherry	C17	mCherry	MAU2	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_p-value/C17_mCherry_MAU2_input1.rep.pooled_x_VER7436_TACL_RH_Ehap1_C17_T-mcherry_Input_spikein_R1.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_fold-change/C17_mCherry_MAU2_input1.rep.pooled_x_VER7436_TACL_RH_Ehap1_C17_T-mcherry_Input_spikein_R1.srt.nodup.fc.signal.bigwig.fc.signal.bigwig
TRUE	RG	VER7072_VER7436	NA	C17_TACL-ON_MAU2_rep1_rep2	C17_TMAU2	C17	TACL-ON	MAU2	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_p-value/C17_TACL-ON_MAU2_input1.rep.pooled_x_VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_forMAU2_spikein_R1.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_fold-change/C17_TACL-ON_MAU2_input1.rep.pooled_x_VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_forMAU2_spikein_R1.srt.nodup.fc.signal.bigwig.fc.signal.bigwig
TRUE	RG	VER7072_VER7713	NA	C17_mCherry_RAD21_rep1_rep3	C17_Tmcherry	C17	mCherry	RAD21	rep1_rep3	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_p-value/C17_mCherry_RAD21_input1.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-mcherry_Input.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_fold-change/C17_mCherry_RAD21_input1.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-mcherry_Input.srt.nodup.fc.signal.bigwig.fc.signal.bigwig
FALSE	RG	VER7072_VER7713	NA	C17_TACL-OFF_RAD21_rep2_rep3	C17_TMAU2	C17	TACL-OFF	RAD21	rep2_rep3	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_p-value/C17_TACL-OFF_RAD21_input1.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_fold-change/C17_TACL-OFF_RAD21_input1.rep.pooled_x_VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.srt.nodup.fc.signal.bigwig.fc.signal.bigwig
FALSE	RG	VER7072_VER7713	NA	C17_TACL-ON_RAD21_rep1_rep2_rep3	C17_TMAU2	C17	TACL-ON	RAD21	rep1_rep2_rep3	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_p-value/C17_TACL-ON_RAD21_input1.rep.pooled_x_VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input_R1.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_oldReps/chip.signal_fold-change/C17_TACL-ON_RAD21_input1.rep.pooled_x_VER7072_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input_R1.srt.nodup.fc.signal.bigwig.fc.signal.bigwig
TRUE	PK	VER7072_VER7713	NA	C17_TACL-ON_RAD21_rep1_rep3	C17_TMAU2	C17	TACL-ON	RAD21	rep1_rep3	/TACL/PK/4DN_ChIP/RAD21_TACLON_reps/outputs/chip.signal_p-value/TACL-ON_rep1_rep3_x_input_VER6376.rep.pooled_x_Input_TMAU2_for_FLAG-MAU2.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/RAD21_TACLON_reps/outputs/chip.signal_fold-change/TACL-ON_rep1_rep3_x_input_VER6376.rep.pooled_x_Input_TMAU2_for_FLAG-MAU2.srt.nodup.fc.signal.bigwig.fc.signal.bigwig
